"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Kings View","Substance Abuse Program Tulare County","793 North Cherry Street","","Tulare","CA","93274","","Tulare","559-688-7531","https://www.kingsview.org","36.2199801","-119.3380022","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","","1","","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","1","1","","1","","","1","1","1","1","","","","","","","","","1","1","1","","","","","1","1","1","1","","","1","1","","","1","1","1","","1","1","1","","","","","1","1","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","1","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"County of Madera","Oakhurst Counseling Center","49774 Road 426","Suite D","Oakhurst","CA","93644","","Madera","559-395-0453","https://www.maderacounty.com/home","37.3250801","-119.6400097","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","","","1","","1","1","","1","","","","1","","1","1","1","","","1","","","1","","","","","","","","1","1","","","","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","","","","1","1","","1","","1","1","","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","","1","1","","","","","","","","","","","","","1","1","","","","1","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"WestCare California Inc","","1100 Letts Avenue","","Corcoran","CA","93212","2520","Kings","559-251-4800","https://www.westcare.com","36.0968629","-119.5684022","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","1","","","1","","","","1","","","","","","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","1","","1","","1","","","1","1","","","","","","","","","1","1","1","","","","","1","","","1","","","1","1","","1","1","1","","","1","","1","","","","1","1","1","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WestCare California Inc","","1128 South Dairy Avenue","","Corcoran","CA","93212","2501","Kings","559-251-4800","https://www.westcare.com","36.0964506","-119.5723605","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","1","","","1","","","","1","","","","","","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","1","","1","","1","","","1","1","","","","","","","","","1","1","1","","","","","1","","","1","","","1","1","","1","1","1","","","1","","1","","","","1","1","1","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tulare County Health and Human Servs","Porterville Recovery Center","1055 West Henderson Avenue","Suite 4","Porterville","CA","93257","","Tulare","559-788-1254","https://www.tchhsa.org","36.0787682","-119.0410831","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","","1","","","","","","","","","1","","1","","","1","","","1","1","","","","","","","","","1","1","","","","","","","","","","","","","1","1","","","","1","","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","","1","","1","1","","1","1","","1","","","1","1","","1","1","1","","1","1","","1","","1","","","1","1","","","","","","","","","","","","1","","1","","","1","","1","","1","","","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Addiction Research and Treatment Inc","(ART)/BAART Behavioral Health Services","89 East Mill Avenue","","Porterville","CA","93257","3808","Tulare","559-853-6222","https://www.baartprograms.com","36.0685725","-119.0143955","SU","1","1","1","","","","","","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","1","1","","","1","","","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","1","1","1","","","","1","1","","","1","","1","1","1","1","1","","1","","1","1","1","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","1","1","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mariposa County Behavioral Health and","Recovery Services","5362 Lemee Lane","","Mariposa","CA","95338","","Mariposa","209-966-2000 x6694","https://www.mariposacounty.gov","37.4998307","-119.9841875","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","1","","","","1","","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","","","","","1","","1","1","","","","","1","","","","","","","","1","1","1","","1","","","1","","1","","1","","1","1","1","1","1","","","1","","","","","1","1","","1","","","","1","","","","1","","1","1","1","","1","1","","","1","","","1","","1","","1","1","","","1","","1","1","1","1","1","","","1","1","1","","","","1","1","","1","","","","","","","","","","","","","1","","1","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1"
"County of Mono","Mono County","1290 Tavern Road","","Mammoth Lakes","CA","93546","2619","Mono","760-924-1740","https://monocounty.ca.gov/","37.6450692","-118.962692","SU","1","","","","","","","","","","","1","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","","","","","","","","1","","","1","","1","1","","1","","","","1","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","1","","","","1","","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","","","","","1","1","","1","","1","1","1","","1","1","","","1","1","","1","","1","","","1","1","","","","","","","","","","","1","","1","","","","1","","","1","","","","","","","","","","1","1","","","","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Community Social Model Advocates Inc","Hobie House","1299 and 1301 Yosemite Parkway","1931 and 1941 Highland Avenue","Merced","CA","95340","","Merced","209-722-6335","https://www.csmainc.org","37.2954276","-120.4594272","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","1","","","1","1","1","1","","1","1","1","","","","1","1","1","1","1","1","","","","","","","","1","1","","","","1","1","1","1","","","1","","","1","1","","1","","","1","","","1","","","1","1","1","","1","1","1","1","1","1","1","","","","1","1","1","1","1","","","1","1","","","1","","1","1","1","","","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","1","","","1","1","","1","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Behavioral Health and Recovery Servs","Recovery Assistance for Teens (RAFT)","1275 B Street","","Merced","CA","95340","","Merced","209-381-6880","https://www.countyofmerced.com","37.2913476","-120.4714101","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","","","","1","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","1","1","1","","","1","","1","1","1","","1","","1","1","","1","1","","","1","","","1","","","1","1","1","","","1","","1","1","1","1","","","1","1","1","1","1","1","","1","","1","1","","","","1","1","1","","","","","","","","","","","","","","1","","","1","","1","","1","","","","","","","1","","1","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"BHRS The Center","","301 East 13th Street","Suite A","Merced","CA","95341","","Merced","209-381-6850 x6852","https://www.countyofmerced.com","37.2934329","-120.4738128","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","","","","1","1","","","","1","","1","1","1","1","","","","1","","","1","1","1","","1","","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","","","","","","","","","","","","1","1","1","","","","1","","1","1","1","","","","","","","1","","1","1","","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Toiyabe Indian Health Project","Family Services Department","250 North See Vee Lane","","Bishop","CA","93514","","Inyo","760-873-6394","https://www.toiyabe.us","37.3636969","-118.4129429","SU","1","","","","1","","1","1","1","1","","","","","","","","","","","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","1","","","","","","1","","","1","","","","","","","1","1","1","1","","","1","1","","","","1","","1","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","","","","1","","1","1","1","1","1","1","1","","1","","","1","","","","1","1","","","","1","","1","","1","1","1","","","","","","","","","","1","","","","1","","","","1","","","1","1","1","","","","","1","1","","1","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alpine Recovery Center","","375 East Line Street","","Bishop","CA","93514","","Inyo","760-873-4357","https://www.alpinecenterbishop.com/","37.3617059","-118.3897125","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","","1","1","1","","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","1","","","","","","1","","1","1","1","1","1","1","1","","","","","1","","","","1","","","","","","","","","","","1","","","","","1","","","1","","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aegis Treatment Centers LLC","","1343 West Main Street","Suites A and B","Merced","CA","95340","","Merced","209-725-1060","https://aegistreatmentcenters.com","37.3065492","-120.4961967","SU","1","1","1","","1","","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","1","","1","1","","","","1","","1","1","1","1","1","","","","","","1","","","1","1","1","","","","","1","1","1","1","","","1","1","1","","1","1","1","","1","1","1","","1","","1","","","","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","","1","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Aegis Treatment Centers LLC","","1019 Jefferson Street","","Delano","CA","93215","","Kern","661-721-0463","https://pinnacletreatment.com","35.7699444","-119.244742","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","","1","","1","1","","","","","","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","1","","1","1","1","1","","","","1","1","","","1","1","1","1","1","1","1","","","","","1","1","","","1","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","1","1","","","","","","","1","1","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
